,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,total_funded,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_TARGET,aum_P_CEF,aum_P_MF,aum_P_SMA,total_sales,new_sales,newly_funded
1937,48,9,7,3,5,2,4,2,2,2,2,2,9,3,1544616.41,3,949647.68,561103.3,33865.43,0,0,1139120.54,405495.87,780167.22,66047.55,3
1938,0,1,0,1,0,1,0,1,0,1,0,1,1,1,160184.67,0,0,0,0,0,0,160184.67,0,0,193812.09,1
1939,59,75,9,9,5,5,4,3,3,2,3,2,7,3,1518006.314,0,563452.3209,835546.5107,119007.4826,0,0,72340.15912,1445666.155,198029.2035,704314.805,9
1940,0,1,0,0,0,1,0,0,0,1,0,0,3,3,116974.22,0,0,53974.22,13000,0,0,116974.22,0,0,0,0
1941,0,7,0,1,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109182.735,2
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.65,1
1943,6,0,6,0,2,0,2,0,1,0,1,0,2,1,200000,2,0,200000,0,0,0,200000,0,200000,22657.12,4
1944,36,5,2,1,1,1,1,1,1,1,1,1,1,1,366108.34,0,366108.34,0,0,0,0,366108.34,0,139423.9,113402.67,0
1945,13,13,1,1,3,2,1,1,2,1,1,1,1,1,29142.96,1,0,0,74764.695,0,0,35820.28,0,108745.37,668495.11,10
1946,112,97,5,4,4,7,2,2,2,4,1,1,5,2,418759.455,0,0,599416.645,0,0,0,418759.455,0,290900.14,315270.745,1
1947,45,26,4,2,6,7,3,2,2,3,2,1,5,1,111120.835,1,0,177245.875,0,0,0,111120.835,0,186394.675,63662.315,1
1948,15,11,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5855.76,3396.55,0
1949,12,0,0,0,1,0,0,0,1,0,0,0,1,1,213184.48,0,213184.48,0,0,0,0,213184.48,0,11990.6,13982.22,0
1950,20,2,0,0,2,1,0,0,1,1,0,0,1,1,26291.07,1,26291.07,0,0,0,0,26291.07,0,12477.77,8058.26,0
1951,1,3,0,0,1,2,0,0,1,2,0,0,2,1,3329,0,0,5626.17,0,0,0,3329,0,90.61,0,0
1952,3,7,0,0,2,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2623.69,8927.17,1
1953,1,0,0,0,1,0,0,0,1,0,0,0,5,1,61637.66,0,142873.61,0,0,0,0,3346.33,58291.33,5879,1707,0
1954,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,49717.06,0,0,0,51803.21,0,0,0,0
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25495.005,1
1956,6,1,2,1,2,1,1,1,2,1,1,1,2,2,303708.12,0,192521.94,112935.17,0,0,0,303708.12,0,39560.17,13000,0
1957,336,33,2,5,9,5,2,4,2,2,1,1,5,2,1699432.94,3,23681.73,0,0,1675751.21,0,1699432.94,0,163398.26,165637.28,1
1958,1,6,0,1,1,2,0,1,1,1,0,1,6,1,0,0,0,359480.39,0,0,0,61765.615,0,26.11,10000,0
1959,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,423.41,0,0,0,0,0,765.13,775.11,0
1960,2,1,0,0,1,1,0,0,1,1,0,0,1,1,6047.565,1,0,0,6153.765,0,0,6047.565,0,6153.765,5101.265,2
1961,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12500,0,0,0,25000,0,0,12500,0,0,0,0
1962,22,4,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2021.45,0,0,0,0,0,0,4754.04,5960.96,0
1963,26,7,0,0,4,4,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,18361.85,46245.08,2
1964,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,32635.01,0,0,0,0,0,0,0,0
1965,1,2,0,0,1,1,0,0,1,1,0,0,5,2,803621.2022,0,255128.2022,548493,0,0,0,297101.2022,506520,2404.27,0,0
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4665.82,0,0,4665.82,0,0,0,4665.82,0,0,0,0
1967,8,4,0,0,1,1,0,0,1,1,0,0,1,1,7084.73,1,7084.73,0,0,0,0,7084.73,0,8430.65,6730.73,1
1968,2,1,0,0,1,1,0,0,1,1,0,0,1,1,8319,1,0,8394,0,0,0,8319,0,8394,7284,1
1969,2,2,2,2,2,1,2,1,1,1,1,1,2,1,0,2,0,375230.215,0,0,0,197203.505,0,399993.5,2045017.72,2
1970,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,147.1,0,0
1971,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72240.56,0,72240.56,0,0,0,0,72240.56,0,0,421397.25,0
1972,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1970490.07,0,97618.45,1725988.14,146883.48,0,0,1970490.07,0,0,0,0
1973,4,4,4,4,1,2,1,2,1,2,1,2,3,1,664133.4473,0,1736432.697,0,0,0,0,0,1743042.136,3806434.39,764427.5,0
1974,17,49,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5737.19,36341.88,0
1975,32,21,2,2,3,2,2,1,2,2,2,1,2,2,82947.24,0,37181.9,0,45765.34,0,0,82947.24,0,55488.46,18320.51,0
1976,3,18,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4078.12,22777.7,1
1977,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22077.43,0,47037.26,0,0,0,0,0,116232.91,0,0,0
1978,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87591,0,0,0,87591,0,87591,0,0,0,0,0
1979,0,4,0,1,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,615.61,0
1980,8,8,2,2,1,1,1,1,1,1,1,1,3,1,162845.748,1,175496.6794,0,0,0,0,117720.1238,45125.6242,148741.54,0,0
1981,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4000,0,0,0,0,4000,0,0,0,0
1982,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59935.13,0,0,0,53617.33,0,0,0,0
1983,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34491.625,0,0,37536.87,0,0,0,34491.625,0,0,62208.685,2
1984,45,7,0,0,3,2,0,0,1,1,0,0,3,1,85170,0,85170,0,0,0,0,85170,0,33416,45505,0
1985,0,0,0,0,0,0,0,0,0,0,0,0,1,1,144118.1975,0,0,215115.95,0,0,0,160686.8775,0,0,0,0
1986,5,106,0,0,3,3,0,0,2,2,0,0,1,1,0,2,0,19430.59,0,0,0,0,0,33007.38,946.29,0
1987,28,3,1,0,4,3,1,0,2,1,1,0,1,1,0,4,0,20152.69,0,0,0,0,0,20650,362889.7,4
1988,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8730,0,0,0,8730,0,8730,0,0,0,0,0
1989,300,725,58,124,8,10,7,10,3,4,3,4,13,3,8189702.85,1,1384991.5,8046498.291,0,0,0,7443465.373,346237.4769,4476178.907,7620514.116,1
1990,18,10,2,2,2,2,2,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,89441.15,110384.212,1
1991,1,9,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2424.62,4258.14,1
1992,48,168,1,2,6,5,1,1,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,118974.955,190240.845,0
1993,9,6,9,6,3,3,3,3,1,1,1,1,4,2,1473140.25,0,10000,1463140.25,0,0,0,1473140.25,0,804022.85,504000,0
1994,67,113,0,2,3,8,0,1,3,3,0,1,6,3,929900.1874,1,225662.0009,614815.7416,89422.445,0,0,929900.1874,0,39651.3792,21998.24,0
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76603.795,3
1996,0,4,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142178.62,1
1997,240,345,82,102,15,15,12,6,3,3,3,3,12,3,1329982.94,7,13525.85,306772.89,0,1050082.42,0,1104982.94,225000,3860823.46,1766982.35,2
1998,15,12,2,1,2,2,1,1,1,1,1,1,3,1,60392.47,0,88398.84,0,0,0,0,54043.68,6348.79,42517.32,1761.24,0
1999,61,62,3,0,3,2,1,0,1,1,1,0,1,1,102507.3,1,133738.6,0,0,0,0,102507.3,0,96726,21581.5,0
2000,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5,12,1,2,1,3,1,2,1,2,1,2,1,1,30099.13263,1,0,60666.33112,0,0,0,30099.13263,0,103739.85,279838.68,1
2003,5,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,581.1,0,0
2004,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3774.87,0,0,0,0,0,0,0,0
2005,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,3,1,0,1,1,1,0,1,1,1,0,1,2,2,0,0,13978.74,0,12866.495,0,0,0,0,6666,0,0
2007,12,5,3,2,2,2,2,2,2,2,2,2,1,1,29304.87,2,29209.51,95.36,0,0,0,29304.87,0,70998.78,112995.6,1
2008,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39647.48,0,39647.48,0,0,0,0,39647.48,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2416.68,0,2416.68,0,0,0,0,2416.68,0,0,0,0
2010,29,1,1,0,2,1,1,0,1,1,1,0,2,1,32912.53,2,32912.53,0,0,0,0,32912.53,0,43700.81,20954.11,0
2011,1,3,0,0,1,1,0,0,1,1,0,0,2,2,247056.6452,1,235207.4758,1964.169422,9885,0,9885,237171.6452,0,553.49,108.42,0
2012,2,3,0,0,2,2,0,0,2,2,0,0,1,0,0,0,0,0,3951.46,0,0,0,0,1857,0,0
2013,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,986.61,986.61,0
2014,24,2,0,0,2,2,0,0,2,2,0,0,8,3,0,0,0,265486.0339,131756.04,0,0,310338.8489,0,12720.43393,304180.25,3
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5045646.91,0,1423647.36,923763.55,1840536,0,5053788.5,0,0,0,0,0
2016,2,3,2,2,2,2,2,2,1,1,1,1,6,2,2992251.81,1,0,3006840.42,0,0,0,133955.39,2858296.42,1327173.71,3141235.86,3
2017,1,3,1,3,1,1,1,1,1,1,1,1,1,1,0,1,18870.2,0,0,0,0,0,0,39094.1,0,0
2018,18,0,5,0,3,0,2,0,2,0,2,0,2,2,149417.24,3,0,130167.24,0,0,0,149417.24,0,153745,317619.605,3
2019,1,6,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,543.96,598.76,0
2020,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,3688,0,0,0,0,5588,125000,1
2021,0,0,0,0,0,0,0,0,0,0,0,0,2,2,30592.96,0,11675.63,18917.33,0,0,0,30592.96,0,0,0,0
2022,1134,587,26,4,3,7,2,3,3,4,2,2,2,2,2108788.982,1,2112467.217,36186.64,0,0,0,2108788.982,0,2358067.437,647774.1017,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,1,1,164687.61,0,0,176180,0,0,0,164687.61,0,0,40677,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,3,2,141157.78,0,0,93407.78,47750,0,47750,93407.78,0,0,667448.3198,1
2025,33,8,3,4,3,3,2,2,3,2,2,2,7,1,283449.325,1,0,1538578.965,0,0,0,0,1638469.21,582075.33,448000,1
2026,19,9,16,8,3,3,3,3,3,2,3,2,5,2,472192.322,1,0,608337.277,54912.32953,0,0,944815.2745,0,898148.561,1038299.077,0
2027,45,7,4,0,1,2,1,0,1,2,1,0,6,3,1506582.99,0,331428.855,1586202.95,30968.015,0,0,669384.08,837198.91,1140571.42,2583651.545,0
2028,5,10,3,2,3,3,2,1,2,2,1,1,1,1,20366.82,3,0,17984.49,2382.33,0,0,20366.82,0,53866.23,88.22,0
2029,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,1
2030,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,4,2,275948.41,0,0,0,37500,0,0,0,400535.67,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,2,2,110000,0,0,10000,0,0,0,10000,100000,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,1
2034,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3227.34,0,0,0,0,2661,0,0
2036,10,17,6,13,1,1,1,1,1,1,1,1,1,1,0,0,26550.31,0,0,0,0,0,0,492326.51,346962.71,0
2037,15,17,0,3,3,3,0,2,2,2,0,1,8,3,658536.465,0,95731.905,543746.6,0,0,0,658536.465,0,14981.6,39930.56,0
2038,1,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,569.49,0,0
2039,1,1,0,1,1,1,0,1,1,1,0,1,10,1,34358.74672,0,0,0,0,0,0,894598.3867,0,1600,1175000,0
2040,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2960.09,71.88,0
2041,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126.91,1
2042,2,2,1,0,2,2,1,0,2,1,1,0,2,1,11128.62,0,0,0,13224.86,0,0,11128.62,0,22041.43,457.4,1
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468.16,0,4468.16,0,0,0,0,4468.16,0,0,0,0
2044,135,89,14,6,14,13,3,3,4,4,2,3,10,3,645165.0161,4,0,443527.387,33149.25276,0,0,545540.9188,99624.09726,423088.6613,474610.6909,2
2045,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71905.57,2
2047,0,0,0,0,0,0,0,0,0,0,0,0,1,1,263156.28,0,263156.28,0,0,0,0,263156.28,0,0,0,0
2048,3,0,1,0,3,0,1,0,1,0,1,0,3,1,61140.98,3,61140.98,0,0,0,0,61140.98,0,66224.95,14894.61,1
2049,3,6,0,0,1,4,0,0,1,2,0,0,1,1,8551.95,0,472.51,8079.44,0,0,0,8551.95,0,482.05,5130.17,1
2050,2,1,1,0,1,1,1,0,1,1,1,0,10,3,134566.71,0,0,173389.69,43507.715,0,48509.7,345337.48,0,20000,0,0
2051,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,58587.45,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,2,2,82990.75,0,76928.65,7361.3,0,0,0,82990.75,0,0,0,0
2053,28,17,14,6,3,2,3,2,2,2,2,2,5,3,872188.5826,1,667568.7113,193543.8063,11076.065,0,0,137409.8489,734778.7337,565859.3433,128334.5911,1
2054,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.51,0,1078.74,0,1059.77,0,0,0,0,0,0,0
2056,0,5,0,3,0,3,0,3,0,2,0,2,7,1,98335.16,0,0,0,0,0,0,228314.12,0,0,0,0
2057,66,126,1,2,4,3,1,1,1,2,1,1,4,2,7742.77,2,83148.7,0,6547.44,0,0,7742.77,0,65397.64,27893.57,0
2058,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,1,0,1,0,1,0,1,0,1,0,1,0,1,1,17625,1,0,17625,0,0,0,17625,0,17625,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26465,3
2061,6,0,0,0,1,0,0,0,1,0,0,0,1,1,17287.44,0,0,17287.44,0,0,0,17287.44,0,6937.5,198,0
2062,0,0,0,0,0,0,0,0,0,0,0,0,4,3,970109.48,0,752458.57,76948.37,0,0,0,186448.37,783661.11,0,7115.995,2
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.54,0,0,1275.54,0,0,0,1275.54,0,0,0,0
2064,11,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,75,0
2065,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1069.43,0,0,0,0,0,0,0,0,0
2066,9,17,0,1,1,5,0,1,1,2,0,1,5,2,143687.005,0,91669.615,52017.39,0,0,0,0,169632.34,12653.635,8955.845,0
2067,97,74,37,29,9,9,7,4,3,3,3,3,7,3,1406348.09,4,200799.59,1149061.9,56486.6,0,0,1406348.09,0,1809551.2,3136213.11,0
2068,80,35,7,7,9,6,2,3,3,2,1,2,16,4,1426682.23,4,28755.775,1326378.185,26580.555,44967.715,0,0,1678756.58,490074.545,805228.945,1
2069,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8728.47,0,8728.47,0,0,0,0,8728.47,0,0,0,0
2070,5,0,1,0,1,0,1,0,1,0,1,0,1,1,285276.01,0,0,0,294507.14,0,0,285276.01,0,127152.45,0,0
2071,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,58,2,0,0,8,1,0,0,3,1,0,0,10,3,275019.32,4,193499.29,2421.22,28003.75,51095.06,0,133427.66,0,7985.31,4250.65,1
2073,23,21,15,3,6,5,5,2,3,2,3,2,10,3,4722736.098,2,270607.7546,4406502.948,45625.39571,0,0,5018708.827,0,4956333.494,977262.4428,3
2074,1,1,0,0,1,1,0,0,1,1,0,0,3,2,174104.47,1,0,115000,70000,0,0,174104.47,0,68.67,819.52,0
2075,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9980,0,9930,0,0,0,0,9980,0,0,0,0
2077,12,11,0,3,2,4,0,2,2,2,0,2,2,1,0,1,0,0,22301.875,0,0,0,0,34296.36,2397.945,0
2078,5,8,3,0,1,2,1,0,1,2,1,0,4,3,180393.24,0,57623.18,69102.14,53667.92,0,0,180393.24,0,48725,0,0
2079,4,1,3,0,1,1,1,0,1,1,1,0,3,3,228395.39,0,179160.68,43119.47,0,0,0,194378.87,34016.52,98700,17200,0
2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1
2081,9,2,4,1,4,2,2,1,1,1,1,1,5,1,744837.7684,0,0,746280.9008,0,0,0,122753.9929,622083.7755,605746.2755,370744.82,2
2082,23,67,4,2,4,12,1,2,3,4,1,2,4,1,0,2,0,251982.33,0,0,0,0,0,458266,525814,2
2083,0,1,0,1,0,1,0,1,0,1,0,1,1,1,16624.02,0,16624.02,0,0,0,0,16624.02,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4635.863654,1
2087,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.64,0
2088,0,46,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,150,0,0,0,0,0,241,0
2089,0,1,0,1,0,1,0,1,0,1,0,1,4,1,44411.45,0,0,48628.59,0,0,0,83409.73,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877.66,0,1877.66,0,0,0,0,1877.66,0,0,0,0
2091,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21022.29,2
2093,0,1,0,1,0,1,0,1,0,1,0,1,4,1,0,0,0,0,6388.5875,0,11937.5,0,0,0,0,0
2094,1,0,1,0,1,0,1,0,1,0,1,0,3,1,174379.82,0,0,0,0,0,0,247007.48,0,14850,700178.125,2
2095,97,28,2,1,8,8,2,1,5,4,1,1,11,2,0,2,0,0,22013.25512,36465.29644,0,0,251650.86,281580.3783,5702705.399,4
2096,0,0,0,0,0,0,0,0,0,0,0,0,1,1,104532.23,0,0,104532.23,0,0,0,104532.23,0,0,0,0
2097,0,11,0,3,0,1,0,1,0,1,0,1,5,2,844712.3,0,0,375010.59,521980.5,0,197000,647712.3,0,0,59323.155,0
2098,2,0,2,0,1,0,1,0,1,0,1,0,1,1,405209.1895,1,0,426295.6995,0,0,0,0,405209.1895,426295.6995,386788.7239,1
2099,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2869104.4,0,5486.85,2863617.55,0,0,9530,2859574.4,0,0,0,0
2100,3,0,0,0,2,0,0,0,2,0,0,0,1,1,34304.67,2,2375,31929.67,0,0,0,34304.67,0,17680.87,39384.42,1
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647937.73,20
2102,0,4,0,3,0,4,0,3,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,4,18,2,13,3,9,2,7,1,2,1,2,4,1,1261024.1,0,0,1317268.17,0,0,0,1261024.1,0,518515.74,2033931.85,1
2104,5,79,0,0,2,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7979.7,1023171.61,2
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83986.16,4
2106,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72033.61,4
2107,1,0,1,0,1,0,1,0,1,0,1,0,1,1,100094,1,100094,0,0,0,0,0,100094,100094,936.6,0
2108,0,0,0,0,0,0,0,0,0,0,0,0,4,3,329929.52,0,98688.49,197786.34,0,0,0,329929.52,0,0,1034045,2
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994.65,0,2994.65,0,0,0,0,2994.65,0,0,0,0
2110,7,8,2,2,2,1,1,1,2,1,1,1,1,1,0,1,168.96,0,61883.27,0,0,0,0,47475.97,165745.95,1
2111,2,1,2,0,1,1,1,0,1,1,1,0,1,1,223967,1,0,223967,0,0,0,0,254039.99,264038.09,589377.5,1
2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222.5,2
2113,30,49,4,6,2,5,2,4,1,2,1,2,4,2,663199.79,0,280651.39,384982.5,0,0,0,353623.665,309576.125,531736.03,3247.92,0
2114,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128382.01,2
2115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,799.91,0,0,0,0,0,0,0,0,0
2116,13,44,3,0,1,1,1,0,1,1,1,0,1,1,71171.23,0,0,0,71171.23,0,0,71171.23,0,74246.29,8631.57,0
2117,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48005.94,0,0,48005.94,0,0,0,48005.94,0,0,0,0
2120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,8,12,0,0,2,2,0,0,2,2,0,0,0,0,82.59,2,16.5,29.17,36.92,0,0,82.59,0,8689.86,264915.15,1
2123,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85657.66978,0,32044.73933,0,0,0,0,0,88076.81684,0,16.815029,0
2124,7,7,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4848.51,0,0,0,0,0,11147.01,37318.64,0,0
2125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,69750.16,0,0,69750.16,0,0,0,69750.16,0,0,0,0
2126,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,221,130,67,20,12,12,12,12,1,1,1,1,12,1,7552711.26,12,0,0,0,7596099.34,0,7552711.26,0,9224202.58,3374999.05,0
2128,39,82,9,10,12,3,4,2,4,1,2,1,9,2,8150631.763,10,0,8216665.385,23421.55,0,0,0,8180216.151,1463854.26,4604491.266,5
2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6816,1
2130,1,0,0,0,1,0,0,0,1,0,0,0,1,1,6749,1,0,6749,0,0,0,6749,0,6749,9620,1
2131,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,1,3,1,3,1,2,1,2,1,1,1,1,3,1,113167.4,1,0,113167.4,0,0,0,209614.15,0,96476.51,0,0
2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30515.07,1
2134,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1529.4,2499.24,0
2135,3,4,2,2,3,1,2,1,2,1,2,1,7,3,6234914.49,2,128429.24,6087073.91,19411.34,0,0,50509.7,6184404.79,4015554.67,0,0
2136,0,4,0,2,0,2,0,1,0,1,0,1,6,2,57490.19,0,3343.26,16343.51,53629.93,0,0,57490.19,0,0,53680,0
2137,5,10,1,0,1,2,1,0,1,2,1,0,2,1,0,0,0,0,0,0,41060.8935,74369.14,0,44150,0,0
2138,1,0,0,0,1,0,0,0,1,0,0,0,1,1,5622.21,1,5622.21,0,0,0,0,5622.21,0,5622.21,0,0
2139,0,0,0,0,0,0,0,0,0,0,0,0,2,2,200000,0,10000,190000,0,0,0,200000,0,0,0,0
2140,0,17,0,3,0,1,0,1,0,1,0,1,5,1,0,0,355259.98,0,0,0,0,147895.825,0,0,0,0
2141,0,2,0,0,0,1,0,0,0,1,0,0,3,2,54187.44686,0,35824.13006,16821.4068,1541.91,0,0,54187.44686,0,0,0,0
2142,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2193.475,1,2193.475,0,0,0,0,2193.475,0,4540.79,0,0
2143,48,31,1,0,3,3,1,0,3,3,1,0,1,1,47331.43,2,0,49015.45,4505.305,0,0,47331.43,0,28409.045,8926.185,0
2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413.13,0,0,0,0,0,0,0
2145,2,0,2,0,1,0,1,0,1,0,1,0,1,1,36029.36,1,0,36029.36,0,0,0,36029.36,0,36029.36,0,0
2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45838.745,2
