,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,total_funded,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_TARGET,aum_P_CEF,aum_P_MF,aum_P_SMA,total_sales,new_sales,newly_funded
6766,39,0,1,0,6,0,1,0,2,0,1,0,4,2,133733.53,2,125541.97,0,24706.23,0,0,86485.33,0,17885.38,966.56,0
6767,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6768,88,34,29,6,8,12,4,5,3,3,3,3,9,3,1319566.211,0,596132.0794,804943.4219,0,0,0,0,1930066.741,1378662.228,499653.5972,0
6769,0,0,0,0,0,0,0,0,0,0,0,0,3,1,21804.51,0,25397.95,0,0,0,0,0,61946.3,0,0,0
6770,12,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,31001.02,0,0,0,0,0,0,31981.14,54080.71,2
6771,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3165608.38,0,1551983.5,1104182.2,0,0,0,457042.35,2708566.03,0,0,0
6772,13,4,0,0,1,2,0,0,1,2,0,0,4,2,128324.765,0,55442.3825,0,213901.0625,0,0,272961.615,0,987.6625,2076.81,0
6773,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,32968.27,0,0
6774,14,16,1,1,3,5,1,1,2,3,1,1,3,2,26855.00169,0,23187.64049,0,7754.2703,0,0,26855.00169,0,22912.24,15400,0
6775,3,1,0,0,2,1,0,0,2,1,0,0,0,0,6790,2,0,4892,1898,0,0,6790,0,8937,122122,1
6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250.01,0,0,3250.01,3000,0,0,6250.01,0,0,0,0
6777,11,8,2,0,2,3,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,51902.11,165947.165,3
6778,53,2,3,2,5,2,1,2,2,1,1,1,4,1,193239.89,0,0,220157.13,0,0,0,193239.89,0,83764,0,0
6779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38122.94,1
6780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.34,0,0,0,0,0,0,0,0,0
6781,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,15,17,0,0,6,5,0,0,3,2,0,0,0,2,19136.21,6,6083.335,3638.1,9414.775,0,0,19136.21,0,29176.77,26558.595,1
6783,268,176,45,21,10,8,4,3,1,1,1,1,10,1,6207590.563,1,0,6207763.442,0,0,0,577378.0776,5630212.486,3473812.061,3718479.498,1
6784,0,5,0,0,0,2,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,36198.82,0,0,15775.88,0
6785,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6787,0,0,0,0,0,0,0,0,0,0,0,0,3,2,36800,0,6800,25000,5000,0,0,36800,0,0,0,0
6788,29,18,7,5,3,4,2,4,2,2,2,2,1,1,99665.86098,2,121270.3303,0,0,0,0,0,156279.2491,427715.2789,13201.08976,1
6789,2,1,2,1,1,1,1,1,1,1,1,1,3,1,0,1,0,225000,0,0,0,227357.13,0,255000,86500,0
6790,2,3,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,196.945,111775.34,3
6791,15,51,2,2,3,5,1,2,2,3,1,2,1,0,0,3,0,0,0,0,0,0,0,49040.05,37576.85,0
6792,2,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,26394.17,2093,0
6793,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,2,3,0,1,1,3,0,1,1,2,0,1,1,1,0,0,11225.995,0,0,0,0,0,0,8500,1000,0
6795,14,2,4,0,4,1,3,0,3,1,2,0,11,5,2037536.82,1,214461.29,1663641.16,15684.08,0,148775,637794.77,1250967.05,220953.08,711693.26,3
6796,5,5,0,0,1,3,0,0,1,2,0,0,3,3,159329.3,0,86342.545,22459.105,4678.54,0,0,0,212383.11,490.38,107.415,0
6797,41,2,0,0,5,1,0,0,1,1,0,0,2,1,18431.99,2,0,0,0,18431.99,0,0,0,3016.05,2800.87,1
6798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1
6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1
6800,134,2,0,1,11,1,0,1,3,1,0,1,8,3,198524.465,7,8064.915,0,18191.1,174621.715,0,0,0,23618.715,18155.9,2
6801,24,13,15,6,8,4,6,2,4,3,4,2,8,2,1887118.32,5,0,0,2131402.68,0,307642,1687755.08,0,1040957.713,1714343.89,2
6802,71,308,4,2,9,9,3,1,3,3,2,1,6,1,0,1,138671.6063,0,0,0,0,0,0,176811.925,177712.825,0
6803,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1098538.04,0,1075692.23,22845.81,0,0,0,22845.81,0,0,0,0
6804,1,0,0,0,1,0,0,0,1,0,0,0,6,3,178996.13,1,45562.51,612813.18,14316.7,0,0,672692.39,0,208.5,76631.63,0
6805,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6543.66,0,0,3698.84,4509.94,0,0,6543.66,0,0,0,0
6807,5,5,0,1,2,2,0,1,1,2,0,1,3,1,0,0,0,61367.85,0,0,83420,45710.42,0,20596.18,1397420.13,3
6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15500,1
6809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,1
6810,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4972.58,1,178.9,4793.68,0,0,0,4972.58,0,178.9,731.06,1
6811,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75163.21,0,0,0,0,0,0,0,93229.32,0,0,0
6812,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6813,169,192,39,78,11,15,3,10,3,3,2,3,8,2,3006251.74,3,0,3378379.4,382443.28,0,0,3006251.74,0,1523827.05,100829.92,0
6814,23,36,0,0,2,3,0,0,1,2,0,0,5,2,528709.685,0,23765.095,504944.59,0,0,0,64048.87,464660.815,5056.575,234.52,0
6815,0,0,0,0,0,0,0,0,0,0,0,0,2,1,243802.61,0,0,243802.61,0,0,0,243802.61,0,0,0,0
6816,45,99,8,2,4,4,2,2,3,3,2,2,2,2,768286.09,2,89496.88,0,710879.38,0,0,508871.26,259414.83,1846780.47,877857.87,0
6817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6818,0,2,0,1,0,2,0,1,0,2,0,1,6,3,763062.34,0,165471.27,530288.35,67302.72,0,0,763062.34,0,0,107500,1
6819,47,58,9,4,7,9,5,3,3,3,2,2,6,3,1529590.33,1,1299211.315,16621.66,213757.355,0,0,311458.805,1209422.815,445768.715,401014.6279,0
6820,13,1,12,0,4,1,3,0,3,1,2,0,3,2,1094704.235,3,4699.735,925589,164415.5,0,0,1094704.235,0,1096592.815,234332.935,0
6821,0,0,0,0,0,0,0,0,0,0,0,0,4,1,83772.3,0,0,176457.63,0,0,0,39752.63,44019.67,0,0,0
6822,36,93,18,39,3,4,1,3,3,3,1,2,3,2,252195.24,1,3385.51,0,232472.96,0,0,252195.24,0,849190.46,516,0
6823,1,3,0,0,1,1,0,0,1,1,0,0,0,0,1405.55,1,0,7.23,1398.32,0,0,1405.55,0,2234.8,0,0
6824,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0,2,0,0,0,0,0,0,0,34604.45,0,0
6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37257.85,2
6826,10,8,0,0,1,1,0,0,1,1,0,0,1,1,21499.19,0,21499.19,0,0,0,0,21499.19,0,19209,0,0
6827,18,5,1,0,3,2,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,20311.9,7699.74,0
6828,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3811.39,0,0,0,0,0,0,0,0
6830,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,25000,0,0,0,25000,0,0,0,0
6831,6,52,3,8,4,5,2,4,4,3,2,3,8,2,678669.67,1,0,2516760.35,29449.11,0,0,1231327.9,0,52606.52,289550.16,1
6832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.6,0,0,0,0,4352.91,0,0,0
6833,7,0,0,0,1,0,0,0,1,0,0,0,1,1,20175.92,0,0,20244,0,0,0,20175.92,0,45112,65209,0
6834,0,7,0,0,0,1,0,0,0,1,0,0,6,3,950545.5018,0,407187.1307,0,507986.3811,0,1239147,0,0,93.310668,89887.77147,2
6835,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62763.19,0,0,0,70500.19,0,0,62763.19,0,0,0,0
6836,1,1,0,0,1,1,0,0,1,1,0,0,0,0,7447.78,1,5000,0,2447.78,0,0,7447.78,0,2506.16,5000,0
6837,0,0,0,0,0,0,0,0,0,0,0,0,1,1,470431.83,0,470431.83,0,0,0,0,0,470431.83,0,0,0
6838,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,13,4,10,4,2,2,2,2,1,2,1,2,7,2,305161.04,1,583052.03,0,0,0,0,124008.76,181152.28,226106.4,64366.32,0
6840,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,17744.72,0,0,0,0,0,201.63,850501.79,1
6841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055.55,0,2055.55,0,0,0,0,2055.55,0,0,0,0
6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555.08,0,2555.08,0,0,0,0,2555.08,0,0,0,0
6843,177,259,46,27,8,21,5,12,2,4,2,3,12,1,10011548.45,0,0,10758722.38,0,0,0,10011548.45,0,5231429.01,9396984.84,0
6844,1,4,0,1,1,2,0,1,1,1,0,1,1,0,0,1,0,0,2796.88,0,0,0,0,3122.56,7565.21,0
6845,151,460,104,282,13,21,11,17,4,4,3,3,6,1,0,0,0,1978603.46,0,0,0,0,0,12216669.99,19140606.52,3
6846,0,4,0,1,0,2,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,47375.26,0,0,0,0
6847,49,103,1,8,3,4,1,3,2,2,1,2,9,2,1121220.239,0,950338.4941,170881.7453,0,0,0,1107280.98,13939.25991,61988.34,470622.7501,2
6848,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,583,108914.17,6
6849,5,4,1,0,2,1,1,0,2,1,1,0,2,1,0,2,0,37467,0,0,0,0,0,70106,39480,1
6850,117,79,11,2,13,13,6,2,3,3,2,2,10,2,191681.28,12,113624.64,0,0,162700.79,0,191681.28,0,305821.03,4227630.86,2
6851,17,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,627,0,0,0,0,3606.58,2479.02,0
6852,104,2,0,0,4,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13510.52,392952.85,4
6853,5,5,0,1,1,2,0,1,1,2,0,1,2,1,0,1,0,0,62113.17,0,0,0,0,2574.18,3749.19,1
6854,972,456,26,0,4,4,2,0,2,2,1,0,6,3,3765378.663,0,70878.718,27714.54,3666954.35,0,0,3711314.07,54064.593,1119399.405,4788819.475,1
6855,92,100,2,7,13,14,2,4,4,4,1,2,12,4,3810997.235,9,91608.85004,3487250.89,0,106256.12,0,3423724.55,387272.685,239257.765,11692938.95,5
6856,1,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,10330.78,0,3877.16,0,0,0,0,500,0,0
6857,12,19,0,9,3,4,0,2,3,3,0,2,9,1,0,0,0,441638.8,0,0,0,0,0,11429.48,4568.835,0
6858,16,32,0,3,4,4,0,2,3,3,0,2,3,2,0,1,10784.15,0,22073.495,0,0,0,0,30870,44995.22,0
6859,45,41,2,6,6,7,2,4,3,3,2,3,4,1,0,0,0,0,248811.155,0,0,119029.1302,0,149105.4169,600205.6089,1
6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217560,1
6861,21,23,2,0,3,4,2,0,1,1,1,0,2,1,22202.53,0,33233,0,0,0,0,33233,0,50990,3211,0
6862,32,4,31,2,2,1,2,1,1,1,1,1,2,1,3385287.86,1,0,3395259.29,0,0,0,3385287.86,0,3466820.59,3110052,1
6863,0,1,0,0,0,1,0,0,0,1,0,0,1,1,110071.03,0,0,110810.13,0,0,0,110071.03,0,0,0,0
6864,0,1,0,0,0,1,0,0,0,1,0,0,1,1,9773.57,0,0,0,9773.57,0,0,9773.57,0,0,0,0
6865,35,0,0,0,8,0,0,0,3,0,0,0,5,2,45811.68,5,15105.96,0,4722,25983.72,0,45811.68,0,27582.11,455873.37,2
6866,12,3,1,0,1,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1941.68,47992.49,32913.535,1
6867,3,28,0,0,1,3,0,0,1,2,0,0,1,1,0,0,0,0,17195.16,0,0,0,0,5666,10917,0
6868,0,9,0,0,0,4,0,0,0,2,0,0,0,0,0,0,3955.845,0,0,0,0,0,0,0,0,0
6869,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30458.6,0,0,32449.4,0,0,0,30458.6,0,0,0,0
6870,8,29,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3576.26,7689.02,0
6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0
6872,67,50,4,3,2,2,1,1,2,2,1,1,2,1,83060.26,0,0,93078.63,0,0,0,83060.26,0,121380.66,16538,1
6873,2,3,1,2,2,2,1,1,2,2,1,1,1,0,0,1,0,612.5525,0,0,0,0,0,62076.62,23244.7284,2
6874,19,1,0,0,1,1,0,0,1,1,0,0,2,2,27338.5,1,0,5339.03,0,0,0,5329.4,22009.1,23974.38,49676.45,0
6875,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,323.94,0,0
6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.5375,0,0,0,0,0,1200.5375,0,0,0
6877,0,0,0,0,0,0,0,0,0,0,0,0,2,1,176505.76,0,176505.76,0,0,0,0,176505.76,0,0,0,0
6878,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12159,0,0
6879,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6000,34000,0
6880,1,24,0,3,1,2,0,1,1,2,0,1,0,0,0,1,0,284.31,0,0,0,0,0,258.25,152702,0
6881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190.41,0,4672.69,0,1028.83,0,0,2190.41,0,0,0,0
6882,3,6,0,1,1,1,0,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1061.4,1024.52,0
6883,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44472.21,0,0,0,0,0,0,0,0
6884,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27066,0,27066,0,0,0,0,0,27066,0,0,0
6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25776.09,1
6886,61,126,13,14,2,3,1,1,2,3,1,1,2,2,962677.75,0,96480.72,0,0,0,0,962677.75,0,421108.42,204127.125,2
6887,132,210,3,0,12,7,2,0,4,3,2,0,12,4,487649.35,4,33145.42,321432.715,41946.405,91124.81,0,367687.22,0,99414.425,242932.38,3
6888,0,13,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,6,12,0,2,2,2,0,1,1,2,0,1,1,1,0,1,9879.18,0,0,0,0,0,0,1534.07,1893.63,0
6890,0,1,0,0,0,1,0,0,0,1,0,0,1,1,70535.6,0,118938.13,0,0,0,0,70535.6,0,0,0,0
6891,965,981,7,4,5,4,3,2,3,3,2,2,4,2,7255.64003,3,8308.38,0,6689.007042,0,0,7255.64003,0,615455.2705,233751.4496,1
6892,3,3,1,1,1,1,1,1,1,1,1,1,0,0,676.67,1,676.67,0,0,0,0,676.67,0,17894,155007,1
6893,164,58,1,0,3,2,1,0,3,2,1,0,6,4,558087.545,0,470386.085,63379.18,7225,0,0,558087.545,0,198942.195,80348.95,0
6894,14,16,2,0,3,4,2,0,2,3,2,0,5,3,3599810.685,1,59526.92,3439415.79,100867.975,0,0,3599810.685,0,134950,176251.25,0
6895,1,1,1,0,1,1,1,0,1,1,1,0,1,1,10041,1,0,0,10041,0,0,10041,0,15180,66133,0
6896,5,24,1,1,2,2,1,1,2,2,1,1,4,2,1839011.4,0,70574.68,1782206.73,0,0,0,154060.06,1684951.34,70169.66,104568.62,1
6897,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6335.42,0,6335.42,0,0,0,0,6335.42,0,0,0,0
6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1
6899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8234.5,1
6900,20,3,0,2,6,3,0,2,3,3,0,2,5,3,149473.435,1,50913.17,93367.365,5192.9,0,0,149473.435,0,49858.645,96168.5,2
6901,22,26,0,5,1,2,0,1,1,2,0,1,1,0,0,0,0,3578.63,0,0,0,0,0,11358.79,0,0
6902,0,0,0,0,0,0,0,0,0,0,0,0,1,1,101850,0,0,101850,0,0,101850,0,0,0,0,0
6903,30,29,4,12,4,4,2,3,2,2,2,2,2,1,253636.41,0,258576.62,0,3816.68,0,0,125998.26,127638.15,183622,33093,1
6904,1,3,0,0,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2927,17690.47,1
6905,2,5,0,0,2,3,0,0,2,3,0,0,2,2,12092.82,2,0,8133,5813,0,0,12092.82,0,15433,0,0
6906,2,2,0,0,1,2,0,0,1,1,0,0,0,0,1437.79,0,1437.79,0,0,0,0,1437.79,0,1539.535,0,0
6907,5,15,3,3,3,6,2,2,2,2,1,2,6,2,1254338.81,1,487534.71,808264.015,0,0,0,787956.685,466382.125,967170.945,761995.44,0
6908,60,60,24,19,2,4,2,4,1,2,1,2,2,1,467729.3277,0,0,1261772.124,0,0,0,467729.3277,0,1191975.015,1221656.3,0
6909,0,5,0,3,0,2,0,1,0,1,0,1,4,2,343853.77,0,38263.21,0,429923.4,0,556392,0,0,0,0,0
6910,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,8833.74,0,0,0,0,0,0,0,0
6911,1,0,1,0,1,0,1,0,1,0,1,0,1,1,251044,1,0,251044,0,0,0,0,251044,251044,460000,0
6912,7,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,22929.28,0,0,0,0,0,0,13786.71,188074.91,1
6913,49,59,0,0,6,6,0,0,3,3,0,0,4,1,34064.07,4,4821.17,0,0,31163.84,0,34064.07,0,36417.65,8949.13,0
6914,6,6,2,2,3,4,2,2,2,2,1,1,2,1,54661.935,1,0,55134.99,0,0,0,54661.935,0,110098.91,23370.5,0
6915,14,199,0,0,1,1,0,0,1,1,0,0,2,1,15662.275,0,23354.46,0,0,0,0,15662.275,0,3375.795,828.955,0
6916,34,93,6,31,10,11,4,7,3,3,1,2,15,3,1031974.185,5,137940.41,836688.655,60394.345,0,0,1031974.185,0,301787.34,2306128.548,2
6917,6,18,1,0,1,2,1,0,1,1,1,0,4,1,0,0,0,25826.125,0,0,0,244693.475,0,31837.5,4375,0
6918,37,36,14,6,3,3,3,3,1,1,1,1,12,2,17076250.65,1,10674944.03,6401306.622,0,0,0,10154087.55,6922163.095,1117920.06,411874.43,0
6919,1,1,1,1,1,1,1,1,1,1,1,1,11,3,0,0,0,204355.49,184324.37,0,142825,0,0,75000,21524.99,1
6920,11,8,0,0,2,1,0,0,1,1,0,0,4,3,211858.765,1,159515.345,20750,31593.42,0,0,211858.765,0,17970.485,970.025,0
6921,0,7,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,2,15,0,1,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1297.79,4213.27,1
6923,31,26,2,4,6,8,2,4,3,3,2,3,5,3,824168.71,3,592493.65,56825.8,174849.26,0,0,229284.12,594884.59,273467.93,3398.02,0
6924,6,18,0,0,2,2,0,0,1,1,0,0,2,1,0,1,18083.38,0,0,0,0,0,0,6023.88,1914.9,0
6925,0,0,0,0,0,0,0,0,0,0,0,0,1,1,422376.1,0,421837.56,687.315,0,0,0,0,549356.09,0,4856.995,1
6926,87,49,26,28,12,9,7,4,3,3,3,3,14,4,2575307.08,5,1781598.8,109075.95,29039.58,655592.75,0,2075072.41,500234.67,3065664.94,7454126.32,9
6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139.76,0,2139.76,0,0,0,0,2139.76,0,0,0,0
6928,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,116052.48,0,119864.48,0,0,650.71,1202.17,0
6929,3,33,0,1,1,2,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,858,7311,1
6930,0,7,0,4,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,0,0,0,0,0,0,0,0,0,0,0,0,2,1,200727.45,0,0,0,200727.45,0,0,200727.45,0,0,0,0
6932,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.17,1
6933,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,824,0,0
6934,10,13,3,5,2,8,1,4,2,3,1,2,3,2,0,1,0,48746.83,14812.27,0,0,0,0,110570.37,482221,0
6935,5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1491.45,5097.98,1
6936,3,31,0,1,1,1,0,1,1,1,0,1,5,3,557247.16,0,0,354589.71,8730,0,14550,542697.16,0,14966.54,26405,0
6937,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21597.03,0,6994.65,14602.38,0,0,0,21597.03,0,0,0,0
6938,12,5,1,1,1,1,1,1,1,1,1,1,1,1,126287.57,0,126287.57,0,0,0,0,126287.57,0,54827.26,44057.23,0
6939,12,5,0,0,1,1,0,0,1,1,0,0,1,1,3953.42,0,49250.98,0,0,0,0,3953.42,0,10579.47,4633.09,0
6940,4,16,0,5,2,7,0,5,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,6691.06,6390.52,0
6941,18,7,0,0,1,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,19178.62,0,0
6942,0,0,0,0,0,0,0,0,0,0,0,0,1,1,259095.32,0,259095.32,0,0,0,0,0,259095.32,0,0,0
6943,2,0,0,0,1,0,0,0,1,0,0,0,1,1,10995,1,0,10995,0,0,0,10995,0,10995,101467,1
6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,2700,0,0,0,0,2700,0,0,0,0
6945,129,15,44,6,13,6,8,4,4,3,3,3,25,5,4220058.86,2,1509361.03,2016166.97,82000,348032.86,53340.3,3185393.55,0,1096638.7,855828.89,1
6946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,1750,0,0,0,0,1750,0,0,0,0
6947,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,50000,0,0,0,50000,0,61400.58,5
6948,0,0,0,0,0,0,0,0,0,0,0,0,3,1,55536.63,0,173929.97,0,635.59,0,0,0,202043.715,0,0,0
6949,29,2,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1718.515,0,0,0,0,7227.855,2123.4,0
6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49454.22,1
6951,0,0,0,0,0,0,0,0,0,0,0,0,2,1,28031.26,0,31531.26,0,0,0,0,0,32401.07,0,0,0
6952,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4838.57,0,0,13716.76,0,0,0,4838.57,0,0,0,0
6953,9,29,5,5,5,5,3,2,2,2,1,1,3,1,55999.66,0,0,289192.075,0,0,0,0,543216.855,238516.33,749743.5,1
6954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.8,0,485.8,0,0,0,0,485.8,0,485.8,1304.015,0
6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061.5,3
6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.58,0,75.58,0,0,0,0,75.58,0,0,0,0
6957,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,46,36,3,2,3,3,3,2,3,2,3,1,4,3,247554.635,1,149199.835,69352.885,29001.915,0,0,247554.635,0,118085.075,86265.07,1
6959,3,9,2,1,2,3,1,1,2,2,1,1,4,1,214138.358,0,933.024,238358.376,0,0,0,254178.468,0,198519.92,0,0
6960,3,2,1,0,1,1,1,0,1,1,1,0,4,2,733628.65,0,636901.97,0,0,0,0,1562.185,732066.465,20000,10000,1
6961,1,5,0,2,1,2,0,1,1,1,0,1,1,1,756682.72,0,0,768334.98,0,0,0,0,1418408.65,6000,814922.245,3
6962,7,5,5,1,1,1,1,1,1,1,1,1,2,2,204609.465,0,140648.34,0,0,0,63961.125,0,140654.28,188468.535,0,0
6963,0,4,0,0,0,2,0,0,0,1,0,0,0,0,122.11,0,122.11,0,0,0,0,122.11,0,0,0,0
6964,11,2,8,0,1,1,1,0,1,1,1,0,4,1,755327.52,0,788178.51,0,0,0,9704.85,539671.46,0,268619.47,298658.2,3
6965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414.19,0,3414.19,0,0,0,0,3414.19,0,0,153702.66,1
6966,2,0,1,0,1,0,1,0,1,0,1,0,1,1,57500,0,0,57500,0,0,0,57500,0,57500,0,0
6967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3721.265,1557.5,0,0,0,0,0,688,0
6968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,27,125,1,55,9,11,1,6,4,4,1,4,4,1,0,1,0,252937.37,0,0,0,0,0,88585,58218.15,0
6970,13,5,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3970.7,5725.415,0
6971,5,15,0,0,1,1,0,0,1,1,0,0,1,1,13196.48,0,13196.48,0,0,0,0,13196.48,0,129.94,904.44,1
6972,21,34,0,1,2,3,0,1,1,2,0,1,1,1,0,0,18479.59,0,0,0,0,0,0,18554.45,37512.83,0
6973,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49900,0,0,0,0,0,0,0,0
6974,3,24,2,9,1,3,1,1,1,2,1,1,5,3,988042.11,0,5975.12,970647.535,11419.455,0,0,988042.11,0,86311.72,30000,0
